a,b,c,99,16170,2,45
1,3,46
2,4,47
3,5,48
4,6,49
5,7,50
6,8,51
7,9,52
8,10,53
9,11,54
10,12,55
11,13,56
12,14,57
13,15,58
14,16,59
15,17,60
16,18,61
17,19,62
18,20,63
19,21,64
20,22,65
21,23,66
22,24,67
23,25,68
24,26,69
25,27,70
26,28,71
27,29,72
28,30,73
29,31,74
30,32,75
31,33,76
32,34,77
33,35,78
34,36,79
35,37,80
36,38,81
37,39,82
38,40,83
39,41,84
40,42,85
41,43,86
42,44,87
43,45,88
44,46,89
45,47,90
46,48,91
47,49,92
48,50,93
49,51,94
50,52,95
51,53,96
52,54,97
53,55,98
54,56,0
55,57,1
56,58,2
57,59,3
58,60,4
59,61,5
60,62,6
61,63,7
62,64,8
63,65,9
64,66,10
65,67,11
66,68,12
67,69,13
68,70,14
69,71,15
70,72,16
71,73,17
72,74,18
73,75,19
74,76,20
75,77,21
76,78,22
77,79,23
78,80,24
79,81,25
80,82,26
81,83,27
82,84,28
83,85,29
84,86,30
85,87,31
86,88,32
87,89,33
88,90,34
89,91,35
90,92,36
91,93,37
92,94,38
93,95,39
94,96,40
95,97,41
96,98,42
97,0,43
98,1,44
0,3,44
1,4,45
2,5,46
3,6,47
4,7,48
5,8,49
6,9,50
7,10,51
8,11,52
9,12,53
10,13,54
11,14,55
12,15,56
13,16,57
14,17,58
15,18,59
16,19,60
17,20,61
18,21,62
19,22,63
20,23,64
21,24,65
22,25,66
23,26,67
24,27,68
25,28,69
26,29,70
27,30,71
28,31,72
29,32,73
30,33,74
31,34,75
32,35,76
33,36,77
34,37,78
35,38,79
36,39,80
37,40,81
38,41,82
39,42,83
40,43,84
41,44,85
42,45,86
43,46,87
44,47,88
45,48,89
46,49,90
47,50,91
48,51,92
49,52,93
50,53,94
51,54,95
52,55,96
53,56,97
54,57,98
55,58,0
56,59,1
57,60,2
58,61,3
59,62,4
60,63,5
61,64,6
62,65,7
63,66,8
64,67,9
65,68,10
66,69,11
67,70,12
68,71,13
69,72,14
70,73,15
71,74,16
72,75,17
73,76,18
74,77,19
75,78,20
76,79,21
77,80,22
78,81,23
79,82,24
80,83,25
81,84,26
82,85,27
83,86,28
84,87,29
85,88,30
86,89,31
87,90,32
88,91,33
89,92,34
90,93,35
91,94,36
92,95,37
93,96,38
94,97,39
95,98,40
96,0,41
97,1,42
98,2,43
0,5,47
1,6,48
2,7,49
3,8,50
4,9,51
5,10,52
6,11,53
7,12,54
8,13,55
9,14,56
10,15,57
11,16,58
12,17,59
13,18,60
14,19,61
15,20,62
16,21,63
17,22,64
18,23,65
19,24,66
20,25,67
21,26,68
22,27,69
23,28,70
24,29,71
25,30,72
26,31,73
27,32,74
28,33,75
29,34,76
30,35,77
31,36,78
32,37,79
33,38,80
34,39,81
35,40,82
36,41,83
37,42,84
38,43,85
39,44,86
40,45,87
41,46,88
42,47,89
43,48,90
44,49,91
45,50,92
46,51,93
47,52,94
48,53,95
49,54,96
50,55,97
51,56,98
52,57,0
53,58,1
54,59,2
55,60,3
56,61,4
57,62,5
58,63,6
59,64,7
60,65,8
61,66,9
62,67,10
63,68,11
64,69,12
65,70,13
66,71,14
67,72,15
68,73,16
69,74,17
70,75,18
71,76,19
72,77,20
73,78,21
74,79,22
75,80,23
76,81,24
77,82,25
78,83,26
79,84,27
80,85,28
81,86,29
82,87,30
83,88,31
84,89,32
85,90,33
86,91,34
87,92,35
88,93,36
89,94,37
90,95,38
91,96,39
92,97,40
93,98,41
94,0,42
95,1,43
96,2,44
97,3,45
98,4,46
0,14,31
1,15,32
2,16,33
3,17,34
4,18,35
5,19,36
6,20,37
7,21,38
8,22,39
9,23,40
10,24,41
11,25,42
12,26,43
13,27,44
14,28,45
15,29,46
16,30,47
17,31,48
18,32,49
19,33,50
20,34,51
21,35,52
22,36,53
23,37,54
24,38,55
25,39,56
26,40,57
27,41,58
28,42,59
29,43,60
30,44,61
31,45,62
32,46,63
33,47,64
34,48,65
35,49,66
36,50,67
37,51,68
38,52,69
39,53,70
40,54,71
41,55,72
42,56,73
43,57,74
44,58,75
45,59,76
46,60,77
47,61,78
48,62,79
49,63,80
50,64,81
51,65,82
52,66,83
53,67,84
54,68,85
55,69,86
56,70,87
57,71,88
58,72,89
59,73,90
60,74,91
61,75,92
62,76,93
63,77,94
64,78,95
65,79,96
66,80,97
67,81,98
68,82,0
69,83,1
70,84,2
71,85,3
72,86,4
73,87,5
74,88,6
75,89,7
76,90,8
77,91,9
78,92,10
79,93,11
80,94,12
81,95,13
82,96,14
83,97,15
84,98,16
85,0,17
86,1,18
87,2,19
88,3,20
89,4,21
90,5,22
91,6,23
92,7,24
93,8,25
94,9,26
95,10,27
96,11,28
97,12,29
98,13,30
0,15,53
1,16,54
2,17,55
3,18,56
4,19,57
5,20,58
6,21,59
7,22,60
8,23,61
9,24,62
10,25,63
11,26,64
12,27,65
13,28,66
14,29,67
15,30,68
16,31,69
17,32,70
18,33,71
19,34,72
20,35,73
21,36,74
22,37,75
23,38,76
24,39,77
25,40,78
26,41,79
27,42,80
28,43,81
29,44,82
30,45,83
31,46,84
32,47,85
33,48,86
34,49,87
35,50,88
36,51,89
37,52,90
38,53,91
39,54,92
40,55,93
41,56,94
42,57,95
43,58,96
44,59,97
45,60,98
46,61,0
47,62,1
48,63,2
49,64,3
50,65,4
51,66,5
52,67,6
53,68,7
54,69,8
55,70,9
56,71,10
57,72,11
58,73,12
59,74,13
60,75,14
61,76,15
62,77,16
63,78,17
64,79,18
65,80,19
66,81,20
67,82,21
68,83,22
69,84,23
70,85,24
71,86,25
72,87,26
73,88,27
74,89,28
75,90,29
76,91,30
77,92,31
78,93,32
79,94,33
80,95,34
81,96,35
82,97,36
83,98,37
84,0,38
85,1,39
86,2,40
87,3,41
88,4,42
89,5,43
90,6,44
91,7,45
92,8,46
93,9,47
94,10,48
95,11,49
96,12,50
97,13,51
98,14,52
0,1,24
1,2,25
2,3,26
3,4,27
4,5,28
5,6,29
6,7,30
7,8,31
8,9,32
9,10,33
10,11,34
11,12,35
12,13,36
13,14,37
14,15,38
15,16,39
16,17,40
17,18,41
18,19,42
19,20,43
20,21,44
21,22,45
22,23,46
23,24,47
24,25,48
25,26,49
26,27,50
27,28,51
28,29,52
29,30,53
30,31,54
31,32,55
32,33,56
33,34,57
34,35,58
35,36,59
36,37,60
37,38,61
38,39,62
39,40,63
40,41,64
41,42,65
42,43,66
43,44,67
44,45,68
45,46,69
46,47,70
47,48,71
48,49,72
49,50,73
50,51,74
51,52,75
52,53,76
53,54,77
54,55,78
55,56,79
56,57,80
57,58,81
58,59,82
59,60,83
60,61,84
61,62,85
62,63,86
63,64,87
64,65,88
65,66,89
66,67,90
67,68,91
68,69,92
69,70,93
70,71,94
71,72,95
72,73,96
73,74,97
74,75,98
75,76,0
76,77,1
77,78,2
78,79,3
79,80,4
80,81,5
81,82,6
82,83,7
83,84,8
84,85,9
85,86,10
86,87,11
87,88,12
88,89,13
89,90,14
90,91,15
91,92,16
92,93,17
93,94,18
94,95,19
95,96,20
96,97,21
97,98,22
98,0,23
0,4,26
1,5,27
2,6,28
3,7,29
4,8,30
5,9,31
6,10,32
7,11,33
8,12,34
9,13,35
10,14,36
11,15,37
12,16,38
