** FASE 1: Generazione dei 5-subset a distanza casuale (4)
** Base set: 0000000000000000011111 {a, b, c, d, e}
   1 [4]: (0001F0) 0000000000000111110000 {e, f, g, h, i}
  85 [4]: (002550) 0000000010010101010000 {e, g, i, k, n}
  86 [4]: (002590) 0000000010010110010000 {e, h, i, k, n}
  87 [4]: (002630) 0000000010011000110000 {e, f, j, k, n}
  88 [4]: (002650) 0000000010011001010000 {e, g, j, k, n}
  89 [4]: (002690) 0000000010011010010000 {e, h, j, k, n}
  90 [4]: (002710) 0000000010011100010000 {e, i, j, k, n}
  91 [4]: (002870) 0000000010100001110000 {e, f, g, l, n}
  92 [4]: (0028B0) 0000000010100010110000 {e, f, h, l, n}
  93 [4]: (0028D0) 0000000010100011010000 {e, g, h, l, n}
  94 [4]: (002930) 0000000010100100110000 {e, f, i, l, n}
  95 [4]: (002950) 0000000010100101010000 {e, g, i, l, n}
  96 [4]: (002990) 0000000010100110010000 {e, h, i, l, n}
  97 [4]: (002A30) 0000000010101000110000 {e, f, j, l, n}
  98 [4]: (002A50) 0000000010101001010000 {e, g, j, l, n}
  99 [4]: (002A90) 0000000010101010010000 {e, h, j, l, n}
 100 [4]: (002B10) 0000000010101100010000 {e, i, j, l, n}
 101 [4]: (002C30) 0000000010110000110000 {e, f, k, l, n}
 102 [4]: (002C50) 0000000010110001010000 {e, g, k, l, n}
 103 [4]: (002C90) 0000000010110010010000 {e, h, k, l, n}
 104 [4]: (002D10) 0000000010110100010000 {e, i, k, l, n}
 105 [4]: (002E10) 0000000010111000010000 {e, j, k, l, n}
 106 [4]: (003070) 0000000011000001110000 {e, f, g, m, n}
 107 [4]: (0030B0) 0000000011000010110000 {e, f, h, m, n}
 108 [4]: (0030D0) 0000000011000011010000 {e, g, h, m, n}
 109 [4]: (003130) 0000000011000100110000 {e, f, i, m, n}
 110 [4]: (003150) 0000000011000101010000 {e, g, i, m, n}
 111 [4]: (003190) 0000000011000110010000 {e, h, i, m, n}
 112 [4]: (003230) 0000000011001000110000 {e, f, j, m, n}
 113 [4]: (003250) 0000000011001001010000 {e, g, j, m, n}
 114 [4]: (003290) 0000000011001010010000 {e, h, j, m, n}
 115 [4]: (003310) 0000000011001100010000 {e, i, j, m, n}
 116 [4]: (003430) 0000000011010000110000 {e, f, k, m, n}
 117 [4]: (003450) 0000000011010001010000 {e, g, k, m, n}
 118 [4]: (003490) 0000000011010010010000 {e, h, k, m, n}
 119 [4]: (003510) 0000000011010100010000 {e, i, k, m, n}
 120 [4]: (003610) 0000000011011000010000 {e, j, k, m, n}
 121 [4]: (003830) 0000000011100000110000 {e, f, l, m, n}
 122 [4]: (003850) 0000000011100001010000 {e, g, l, m, n}
 123 [4]: (003890) 0000000011100010010000 {e, h, l, m, n}
 124 [4]: (003910) 0000000011100100010000 {e, i, l, m, n}
 125 [4]: (003A10) 0000000011101000010000 {e, j, l, m, n}
 126 [4]: (003C10) 0000000011110000010000 {e, k, l, m, n}
 127 [4]: (0040F0) 0000000100000011110000 {e, f, g, h, o}
 128 [4]: (004170) 0000000100000101110000 {e, f, g, i, o}
 129 [4]: (0041B0) 0000000100000110110000 {e, f, h, i, o}
 130 [4]: (0041D0) 0000000100000111010000 {e, g, h, i, o}
 131 [4]: (004270) 0000000100001001110000 {e, f, g, j, o}
 132 [4]: (0042B0) 0000000100001010110000 {e, f, h, j, o}
 133 [4]: (0042D0) 0000000100001011010000 {e, g, h, j, o}
 134 [4]: (004330) 0000000100001100110000 {e, f, i, j, o}
 135 [4]: (004350) 0000000100001101010000 {e, g, i, j, o}
 136 [4]: (004390) 0000000100001110010000 {e, h, i, j, o}
 137 [4]: (004470) 0000000100010001110000 {e, f, g, k, o}
 138 [4]: (0044B0) 0000000100010010110000 {e, f, h, k, o}
 139 [4]: (0044D0) 0000000100010011010000 {e, g, h, k, o}
 140 [4]: (004530) 0000000100010100110000 {e, f, i, k, o}
 141 [4]: (004550) 0000000100010101010000 {e, g, i, k, o}
 142 [4]: (004590) 0000000100010110010000 {e, h, i, k, o}
 143 [4]: (004630) 0000000100011000110000 {e, f, j, k, o}
 144 [4]: (004650) 0000000100011001010000 {e, g, j, k, o}
 145 [4]: (004690) 0000000100011010010000 {e, h, j, k, o}
 146 [4]: (004710) 0000000100011100010000 {e, i, j, k, o}
 147 [4]: (004870) 0000000100100001110000 {e, f, g, l, o}
 148 [4]: (0048B0) 0000000100100010110000 {e, f, h, l, o}
 149 [4]: (0048D0) 0000000100100011010000 {e, g, h, l, o}
 150 [4]: (004930) 0000000100100100110000 {e, f, i, l, o}
 151 [4]: (004950) 0000000100100101010000 {e, g, i, l, o}
 152 [4]: (004990) 0000000100100110010000 {e, h, i, l, o}
 153 [4]: (004A30) 0000000100101000110000 {e, f, j, l, o}
 154 [4]: (004A50) 0000000100101001010000 {e, g, j, l, o}
 155 [4]: (004A90) 0000000100101010010000 {e, h, j, l, o}
 156 [4]: (004B10) 0000000100101100010000 {e, i, j, l, o}
 157 [4]: (004C30) 0000000100110000110000 {e, f, k, l, o}
 158 [4]: (004C50) 0000000100110001010000 {e, g, k, l, o}
 159 [4]: (004C90) 0000000100110010010000 {e, h, k, l, o}
 160 [4]: (004D10) 0000000100110100010000 {e, i, k, l, o}
 161 [4]: (004E10) 0000000100111000010000 {e, j, k, l, o}
 162 [4]: (005070) 0000000101000001110000 {e, f, g, m, o}
 163 [4]: (0050B0) 0000000101000010110000 {e, f, h, m, o}
 164 [4]: (0050D0) 0000000101000011010000 {e, g, h, m, o}
 165 [4]: (005130) 0000000101000100110000 {e, f, i, m, o}
 166 [4]: (005150) 0000000101000101010000 {e, g, i, m, o}
 167 [4]: (005190) 0000000101000110010000 {e, h, i, m, o}
 168 [4]: (005230) 0000000101001000110000 {e, f, j, m, o}
 169 [4]: (005250) 0000000101001001010000 {e, g, j, m, o}
 170 [4]: (005290) 0000000101001010010000 {e, h, j, m, o}
 171 [4]: (005310) 0000000101001100010000 {e, i, j, m, o}
 172 [4]: (005430) 0000000101010000110000 {e, f, k, m, o}
 173 [4]: (005450) 0000000101010001010000 {e, g, k, m, o}
 174 [4]: (005490) 0000000101010010010000 {e, h, k, m, o}
 175 [4]: (005510) 0000000101010100010000 {e, i, k, m, o}
 176 [4]: (005610) 0000000101011000010000 {e, j, k, m, o}
 177 [4]: (005830) 0000000101100000110000 {e, f, l, m, o}
 178 [4]: (005850) 0000000101100001010000 {e, g, l, m, o}
 179 [4]: (005890) 0000000101100010010000 {e, h, l, m, o}
 180 [4]: (005910) 0000000101100100010000 {e, i, l, m, o}
 181 [4]: (005A10) 0000000101101000010000 {e, j, l, m, o}
 182 [4]: (005C10) 0000000101110000010000 {e, k, l, m, o}
 183 [4]: (006070) 0000000110000001110000 {e, f, g, n, o}
 184 [4]: (0060B0) 0000000110000010110000 {e, f, h, n, o}
 185 [4]: (0060D0) 0000000110000011010000 {e, g, h, n, o}
 186 [4]: (006130) 0000000110000100110000 {e, f, i, n, o}
 187 [4]: (006150) 0000000110000101010000 {e, g, i, n, o}
 188 [4]: (006190) 0000000110000110010000 {e, h, i, n, o}
 189 [4]: (006230) 0000000110001000110000 {e, f, j, n, o}
 190 [4]: (006250) 0000000110001001010000 {e, g, j, n, o}
 191 [4]: (006290) 0000000110001010010000 {e, h, j, n, o}
 192 [4]: (006310) 0000000110001100010000 {e, i, j, n, o}
 193 [4]: (006430) 0000000110010000110000 {e, f, k, n, o}
 194 [4]: (006450) 0000000110010001010000 {e, g, k, n, o}
 195 [4]: (006490) 0000000110010010010000 {e, h, k, n, o}
 196 [4]: (006510) 0000000110010100010000 {e, i, k, n, o}
 197 [4]: (006610) 0000000110011000010000 {e, j, k, n, o}
 198 [4]: (006830) 0000000110100000110000 {e, f, l, n, o}
 199 [4]: (006850) 0000000110100001010000 {e, g, l, n, o}
 200 [4]: (006890) 0000000110100010010000 {e, h, l, n, o}
 201 [4]: (006910) 0000000110100100010000 {e, i, l, n, o}
 202 [4]: (006A10) 0000000110101000010000 {e, j, l, n, o}
 203 [4]: (006C10) 0000000110110000010000 {e, k, l, n, o}
 204 [4]: (007030) 0000000111000000110000 {e, f, m, n, o}
 205 [4]: (007050) 0000000111000001010000 {e, g, m, n, o}
 206 [4]: (007090) 0000000111000010010000 {e, h, m, n, o}
 207 [4]: (007110) 0000000111000100010000 {e, i, m, n, o}
 208 [4]: (007210) 0000000111001000010000 {e, j, m, n, o}
 209 [4]: (007410) 0000000111010000010000 {e, k, m, n, o}
 210 [4]: (007810) 0000000111100000010000 {e, l, m, n, o}
 211 [4]: (0080F0) 0000001000000011110000 {e, f, g, h, p}
 212 [4]: (008170) 0000001000000101110000 {e, f, g, i, p}
 213 [4]: (0081B0) 0000001000000110110000 {e, f, h, i, p}
 214 [4]: (0081D0) 0000001000000111010000 {e, g, h, i, p}
 215 [4]: (008270) 0000001000001001110000 {e, f, g, j, p}
 216 [4]: (0082B0) 0000001000001010110000 {e, f, h, j, p}
 217 [4]: (0082D0) 0000001000001011010000 {e, g, h, j, p}
 218 [4]: (008330) 0000001000001100110000 {e, f, i, j, p}
 219 [4]: (008350) 0000001000001101010000 {e, g, i, j, p}
 220 [4]: (008390) 0000001000001110010000 {e, h, i, j, p}
 221 [4]: (008470) 0000001000010001110000 {e, f, g, k, p}
 222 [4]: (0084B0) 0000001000010010110000 {e, f, h, k, p}
 223 [4]: (0084D0) 0000001000010011010000 {e, g, h, k, p}
 224 [4]: (008530) 0000001000010100110000 {e, f, i, k, p}
 225 [4]: (008550) 0000001000010101010000 {e, g, i, k, p}
 226 [4]: (008590) 0000001000010110010000 {e, h, i, k, p}
 227 [4]: (008630) 0000001000011000110000 {e, f, j, k, p}
 228 [4]: (008650) 0000001000011001010000 {e, g, j, k, p}
 229 [4]: (008690) 0000001000011010010000 {e, h, j, k, p}
 230 [4]: (008710) 0000001000011100010000 {e, i, j, k, p}
 231 [4]: (008870) 0000001000100001110000 {e, f, g, l, p}
 232 [4]: (0088B0) 0000001000100010110000 {e, f, h, l, p}
 233 [4]: (0088D0) 0000001000100011010000 {e, g, h, l, p}
 234 [4]: (008930) 0000001000100100110000 {e, f, i, l, p}
 235 [4]: (008950) 0000001000100101010000 {e, g, i, l, p}
 236 [4]: (008990) 0000001000100110010000 {e, h, i, l, p}
 237 [4]: (008A30) 0000001000101000110000 {e, f, j, l, p}
 238 [4]: (008A50) 0000001000101001010000 {e, g, j, l, p}
 239 [4]: (008A90) 0000001000101010010000 {e, h, j, l, p}
 240 [4]: (008B10) 0000001000101100010000 {e, i, j, l, p}
 241 [4]: (008C30) 0000001000110000110000 {e, f, k, l, p}
 242 [4]: (008C50) 0000001000110001010000 {e, g, k, l, p}
 243 [4]: (008C90) 0000001000110010010000 {e, h, k, l, p}
 244 [4]: (008D10) 0000001000110100010000 {e, i, k, l, p}
 245 [4]: (008E10) 0000001000111000010000 {e, j, k, l, p}
 246 [4]: (009070) 0000001001000001110000 {e, f, g, m, p}
 247 [4]: (0090B0) 0000001001000010110000 {e, f, h, m, p}
 248 [4]: (0090D0) 0000001001000011010000 {e, g, h, m, p}
 249 [4]: (009130) 0000001001000100110000 {e, f, i, m, p}
 250 [4]: (009150) 0000001001000101010000 {e, g, i, m, p}
 251 [4]: (009190) 0000001001000110010000 {e, h, i, m, p}
 252 [4]: (009230) 0000001001001000110000 {e, f, j, m, p}
 253 [4]: (009250) 0000001001001001010000 {e, g, j, m, p}
 254 [4]: (009290) 0000001001001010010000 {e, h, j, m, p}
 255 [4]: (009310) 0000001001001100010000 {e, i, j, m, p}
 256 [4]: (009430) 0000001001010000110000 {e, f, k, m, p}
 257 [4]: (009450) 0000001001010001010000 {e, g, k, m, p}
 258 [4]: (009490) 0000001001010010010000 {e, h, k, m, p}
 259 [4]: (009510) 0000001001010100010000 {e, i, k, m, p}
 260 [4]: (009610) 0000001001011000010000 {e, j, k, m, p}
 261 [4]: (009830) 0000001001100000110000 {e, f, l, m, p}
 262 [4]: (009850) 0000001001100001010000 {e, g, l, m, p}
 263 [4]: (009890) 0000001001100010010000 {e, h, l, m, p}
 264 [4]: (009910) 0000001001100100010000 {e, i, l, m, p}
 265 [4]: (009A10) 0000001001101000010000 {e, j, l, m, p}
 266 [4]: (009C10) 0000001001110000010000 {e, k, l, m, p}
 267 [4]: (00A070) 0000001010000001110000 {e, f, g, n, p}
 268 [4]: (00A0B0) 0000001010000010110000 {e, f, h, n, p}
 269 [4]: (00A0D0) 0000001010000011010000 {e, g, h, n, p}
 270 [4]: (00A130) 0000001010000100110000 {e, f, i, n, p}
 271 [4]: (00A150) 0000001010000101010000 {e, g, i, n, p}
 272 [4]: (00A190) 0000001010000110010000 {e, h, i, n, p}
 273 [4]: (00A230) 0000001010001000110000 {e, f, j, n, p}
 274 [4]: (00A250) 0000001010001001010000 {e, g, j, n, p}
 275 [4]: (00A290) 0000001010001010010000 {e, h, j, n, p}
 276 [4]: (00A310) 0000001010001100010000 {e, i, j, n, p}
 277 [4]: (00A430) 0000001010010000110000 {e, f, k, n, p}
 278 [4]: (00A450) 0000001010010001010000 {e, g, k, n, p}
 279 [4]: (00A490) 0000001010010010010000 {e, h, k, n, p}
 280 [4]: (00A510) 0000001010010100010000 {e, i, k, n, p}
 281 [4]: (00A610) 0000001010011000010000 {e, j, k, n, p}
 282 [4]: (00A830) 0000001010100000110000 {e, f, l, n, p}
 283 [4]: (00A850) 0000001010100001010000 {e, g, l, n, p}
 284 [4]: (00A890) 0000001010100010010000 {e, h, l, n, p}
 285 [4]: (00A910) 0000001010100100010000 {e, i, l, n, p}
 286 [4]: (00AA10) 0000001010101000010000 {e, j, l, n, p}
 287 [4]: (00AC10) 0000001010110000010000 {e, k, l, n, p}
 288 [4]: (00B030) 0000001011000000110000 {e, f, m, n, p}
 289 [4]: (00B050) 0000001011000001010000 {e, g, m, n, p}
 290 [4]: (00B090) 0000001011000010010000 {e, h, m, n, p}
 291 [4]: (00B110) 0000001011000100010000 {e, i, m, n, p}
 292 [4]: (00B210) 0000001011001000010000 {e, j, m, n, p}
 293 [4]: (00B410) 0000001011010000010000 {e, k, m, n, p}
 294 [4]: (00B810) 0000001011100000010000 {e, l, m, n, p}
 295 [4]: (00C070) 0000001100000001110000 {e, f, g, o, p}
 296 [4]: (00C0B0) 0000001100000010110000 {e, f, h, o, p}
 297 [4]: (00C0D0) 0000001100000011010000 {e, g, h, o, p}
 298 [4]: (00C130) 0000001100000100110000 {e, f, i, o, p}
 299 [4]: (00C150) 0000001100000101010000 {e, g, i, o, p}
 300 [4]: (00C190) 0000001100000110010000 {e, h, i, o, p}
 301 [4]: (00C230) 0000001100001000110000 {e, f, j, o, p}
 302 [4]: (00C250) 0000001100001001010000 {e, g, j, o, p}
 303 [4]: (00C290) 0000001100001010010000 {e, h, j, o, p}
 304 [4]: (00C310) 0000001100001100010000 {e, i, j, o, p}
 305 [4]: (00C430) 0000001100010000110000 {e, f, k, o, p}
 306 [4]: (00C450) 0000001100010001010000 {e, g, k, o, p}
 307 [4]: (00C490) 0000001100010010010000 {e, h, k, o, p}
 308 [4]: (00C510) 0000001100010100010000 {e, i, k, o, p}
 309 [4]: (00C610) 0000001100011000010000 {e, j, k, o, p}
 310 [4]: (00C830) 0000001100100000110000 {e, f, l, o, p}
 311 [4]: (00C850) 0000001100100001010000 {e, g, l, o, p}
 312 [4]: (00C890) 0000001100100010010000 {e, h, l, o, p}
 313 [4]: (00C910) 0000001100100100010000 {e, i, l, o, p}
 314 [4]: (00CA10) 0000001100101000010000 {e, j, l, o, p}
 315 [4]: (00CC10) 0000001100110000010000 {e, k, l, o, p}
 316 [4]: (00D030) 0000001101000000110000 {e, f, m, o, p}
 317 [4]: (00D050) 0000001101000001010000 {e, g, m, o, p}
 318 [4]: (00D090) 0000001101000010010000 {e, h, m, o, p}
 319 [4]: (00D110) 0000001101000100010000 {e, i, m, o, p}
 320 [4]: (00D210) 0000001101001000010000 {e, j, m, o, p}
 321 [4]: (00D410) 0000001101010000010000 {e, k, m, o, p}
 322 [4]: (00D810) 0000001101100000010000 {e, l, m, o, p}
 323 [4]: (00E030) 0000001110000000110000 {e, f, n, o, p}
 324 [4]: (00E050) 0000001110000001010000 {e, g, n, o, p}
 325 [4]: (00E090) 0000001110000010010000 {e, h, n, o, p}
 326 [4]: (00E110) 0000001110000100010000 {e, i, n, o, p}
 327 [4]: (00E210) 0000001110001000010000 {e, j, n, o, p}
 328 [4]: (00E410) 0000001110010000010000 {e, k, n, o, p}
 329 [4]: (00E810) 0000001110100000010000 {e, l, n, o, p}
 330 [4]: (00F010) 0000001111000000010000 {e, m, n, o, p}
 331 [4]: (0100F0) 0000010000000011110000 {e, f, g, h, q}
 332 [4]: (010170) 0000010000000101110000 {e, f, g, i, q}
 333 [4]: (0101B0) 0000010000000110110000 {e, f, h, i, q}
 334 [4]: (0101D0) 0000010000000111010000 {e, g, h, i, q}
 335 [4]: (010270) 0000010000001001110000 {e, f, g, j, q}
 336 [4]: (0102B0) 0000010000001010110000 {e, f, h, j, q}
 337 [4]: (0102D0) 0000010000001011010000 {e, g, h, j, q}
 338 [4]: (010330) 0000010000001100110000 {e, f, i, j, q}
 339 [4]: (010350) 0000010000001101010000 {e, g, i, j, q}
 340 [4]: (010390) 0000010000001110010000 {e, h, i, j, q}
 341 [4]: (010470) 0000010000010001110000 {e, f, g, k, q}
 342 [4]: (0104B0) 0000010000010010110000 {e, f, h, k, q}
 343 [4]: (0104D0) 0000010000010011010000 {e, g, h, k, q}
 344 [4]: (010530) 0000010000010100110000 {e, f, i, k, q}
 345 [4]: (010550) 0000010000010101010000 {e, g, i, k, q}
 346 [4]: (010590) 0000010000010110010000 {e, h, i, k, q}
 347 [4]: (010630) 0000010000011000110000 {e, f, j, k, q}
 348 [4]: (010650) 0000010000011001010000 {e, g, j, k, q}
 349 [4]: (010690) 0000010000011010010000 {e, h, j, k, q}
 350 [4]: (010710) 0000010000011100010000 {e, i, j, k, q}
 351 [4]: (010870) 0000010000100001110000 {e, f, g, l, q}
 352 [4]: (0108B0) 0000010000100010110000 {e, f, h, l, q}
 353 [4]: (0108D0) 0000010000100011010000 {e, g, h, l, q}
 354 [4]: (010930) 0000010000100100110000 {e, f, i, l, q}
 355 [4]: (010950) 0000010000100101010000 {e, g, i, l, q}
 356 [4]: (010990) 0000010000100110010000 {e, h, i, l, q}
 357 [4]: (010A30) 0000010000101000110000 {e, f, j, l, q}
 358 [4]: (010A50) 0000010000101001010000 {e, g, j, l, q}
 359 [4]: (010A90) 0000010000101010010000 {e, h, j, l, q}
 360 [4]: (010B10) 0000010000101100010000 {e, i, j, l, q}
 361 [4]: (010C30) 0000010000110000110000 {e, f, k, l, q}
 362 [4]: (010C50) 0000010000110001010000 {e, g, k, l, q}
 363 [4]: (010C90) 0000010000110010010000 {e, h, k, l, q}
 364 [4]: (010D10) 0000010000110100010000 {e, i, k, l, q}
 365 [4]: (010E10) 0000010000111000010000 {e, j, k, l, q}
 366 [4]: (011070) 0000010001000001110000 {e, f, g, m, q}
 367 [4]: (0110B0) 0000010001000010110000 {e, f, h, m, q}
 368 [4]: (0110D0) 0000010001000011010000 {e, g, h, m, q}
 369 [4]: (011130) 0000010001000100110000 {e, f, i, m, q}
 370 [4]: (011150) 0000010001000101010000 {e, g, i, m, q}
 371 [4]: (011190) 0000010001000110010000 {e, h, i, m, q}
 372 [4]: (011230) 0000010001001000110000 {e, f, j, m, q}
 373 [4]: (011250) 0000010001001001010000 {e, g, j, m, q}
 374 [4]: (011290) 0000010001001010010000 {e, h, j, m, q}
 375 [4]: (011310) 0000010001001100010000 {e, i, j, m, q}
 376 [4]: (011430) 0000010001010000110000 {e, f, k, m, q}
 377 [4]: (011450) 0000010001010001010000 {e, g, k, m, q}
 378 [4]: (011490) 0000010001010010010000 {e, h, k, m, q}
 379 [4]: (011510) 0000010001010100010000 {e, i, k, m, q}
 380 [4]: (011610) 0000010001011000010000 {e, j, k, m, q}
 381 [4]: (011830) 0000010001100000110000 {e, f, l, m, q}
 382 [4]: (011850) 0000010001100001010000 {e, g, l, m, q}
 383 [4]: (011890) 0000010001100010010000 {e, h, l, m, q}
 384 [4]: (011910) 0000010001100100010000 {e, i, l, m, q}
 385 [4]: (011A10) 0000010001101000010000 {e, j, l, m, q}
 386 [4]: (011C10) 0000010001110000010000 {e, k, l, m, q}
 387 [4]: (012070) 0000010010000001110000 {e, f, g, n, q}
 388 [4]: (0120B0) 0000010010000010110000 {e, f, h, n, q}
 389 [4]: (0120D0) 0000010010000011010000 {e, g, h, n, q}
 390 [4]: (012130) 0000010010000100110000 {e, f, i, n, q}
 391 [4]: (012150) 0000010010000101010000 {e, g, i, n, q}
 392 [4]: (012190) 0000010010000110010000 {e, h, i, n, q}
 393 [4]: (012230) 0000010010001000110000 {e, f, j, n, q}
 394 [4]: (012250) 0000010010001001010000 {e, g, j, n, q}
 395 [4]: (012290) 0000010010001010010000 {e, h, j, n, q}
 396 [4]: (012310) 0000010010001100010000 {e, i, j, n, q}
 397 [4]: (012430) 0000010010010000110000 {e, f, k, n, q}
 398 [4]: (012450) 0000010010010001010000 {e, g, k, n, q}
 399 [4]: (012490) 0000010010010010010000 {e, h, k, n, q}
 400 [4]: (012510) 0000010010010100010000 {e, i, k, n, q}
 401 [4]: (012610) 0000010010011000010000 {e, j, k, n, q}
 402 [4]: (012830) 0000010010100000110000 {e, f, l, n, q}
 403 [4]: (012850) 0000010010100001010000 {e, g, l, n, q}
 404 [4]: (012890) 0000010010100010010000 {e, h, l, n, q}
 405 [4]: (012910) 0000010010100100010000 {e, i, l, n, q}
 406 [4]: (012A10) 0000010010101000010000 {e, j, l, n, q}
 407 [4]: (012C10) 0000010010110000010000 {e, k, l, n, q}
 408 [4]: (013030) 0000010011000000110000 {e, f, m, n, q}
 409 [4]: (013050) 0000010011000001010000 {e, g, m, n, q}
 410 [4]: (013090) 0000010011000010010000 {e, h, m, n, q}
