a,b,c,63,651
0,1,16
1,2,17
2,3,18
3,4,19
4,5,20
5,6,21
6,7,22
7,8,23
8,9,24
9,10,25
10,11,26
11,12,27
12,13,28
13,14,29
14,15,30
15,16,31
16,17,32
17,18,33
18,19,34
19,20,35
20,21,36
21,22,37
22,23,38
23,24,39
24,25,40
25,26,41
26,27,42
27,28,43
28,29,44
29,30,45
30,31,46
31,32,47
32,33,48
33,34,49
34,35,50
35,36,51
36,37,52
37,38,53
38,39,54
39,40,55
40,41,56
41,42,57
42,43,58
43,44,59
44,45,60
45,46,61
46,47,62
47,48,0
48,49,1
49,50,2
50,51,3
51,52,4
52,53,5
53,54,6
54,55,7
55,56,8
56,57,9
57,58,10
58,59,11
59,60,12
60,61,13
61,62,14
62,0,15
0,2,29
1,3,30
2,4,31
3,5,32
4,6,33
5,7,34
6,8,35
7,9,36
8,10,37
9,11,38
10,12,39
11,13,40
12,14,41
13,15,42
14,16,43
15,17,44
16,18,45
17,19,46
18,20,47
19,21,48
20,22,49
21,23,50
22,24,51
23,25,52
24,26,53
25,27,54
26,28,55
27,29,56
28,30,57
29,31,58
30,32,59
31,33,60
32,34,61
33,35,62
34,36,0
35,37,1
36,38,2
37,39,3
38,40,4
39,41,5
40,42,6
41,43,7
42,44,8
43,45,9
44,46,10
45,47,11
46,48,12
47,49,13
48,50,14
49,51,15
50,52,16
51,53,17
52,54,18
53,55,19
54,56,20
55,57,21
56,58,22
57,59,23
58,60,24
59,61,25
60,62,26
61,0,27
62,1,28
0,3,28
1,4,29
2,5,30
3,6,31
4,7,32
5,8,33
6,9,34
7,10,35
8,11,36
9,12,37
10,13,38
11,14,39
12,15,40
13,16,41
14,17,42
15,18,43
16,19,44
17,20,45
18,21,46
19,22,47
20,23,48
21,24,49
22,25,50
23,26,51
24,27,52
25,28,53
26,29,54
27,30,55
28,31,56
29,32,57
30,33,58
31,34,59
32,35,60
33,36,61
34,37,62
35,38,0
36,39,1
37,40,2
38,41,3
39,42,4
40,43,5
41,44,6
42,45,7
43,46,8
44,47,9
45,48,10
46,49,11
47,50,12
48,51,13
49,52,14
50,53,15
51,54,16
52,55,17
53,56,18
54,57,19
55,58,20
56,59,21
57,60,22
58,61,23
59,62,24
60,0,25
61,1,26
62,2,27
0,4,18
1,5,19
2,6,20
3,7,21
4,8,22
5,9,23
6,10,24
7,11,25
8,12,26
9,13,27
10,14,28
11,15,29
12,16,30
13,17,31
14,18,32
15,19,33
16,20,34
17,21,35
18,22,36
19,23,37
20,24,38
21,25,39
22,26,40
23,27,41
24,28,42
25,29,43
26,30,44
27,31,45
28,32,46
29,33,47
30,34,48
31,35,49
32,36,50
33,37,51
34,38,52
35,39,53
36,40,54
37,41,55
38,42,56
39,43,57
40,44,58
41,45,59
42,46,60
43,47,61
44,48,62
45,49,0
46,50,1
47,51,2
48,52,3
49,53,4
50,54,5
51,55,6
52,56,7
53,57,8
54,58,9
55,59,10
56,60,11
57,61,12
58,62,13
59,0,14
60,1,15
61,2,16
62,3,17
0,5,31
1,6,32
2,7,33
3,8,34
