a,b,c,45,330
0,1,12
1,2,13
2,3,14
3,4,15
4,5,16
5,6,17
6,7,18
7,8,19
8,9,20
9,10,21
10,11,22
11,12,23
12,13,24
13,14,25
14,15,26
15,16,27
16,17,28
17,18,29
18,19,30
19,20,31
20,21,32
21,22,33
22,23,34
23,24,35
24,25,36
25,26,37
26,27,38
27,28,39
28,29,40
29,30,41
30,31,42
31,32,43
32,33,44
33,34,0
34,35,1
35,36,2
36,37,3
37,38,4
38,39,5
39,40,6
40,41,7
41,42,8
42,43,9
43,44,10
44,0,11
0,2,19
1,3,20
2,4,21
3,5,22
4,6,23
5,7,24
6,8,25
7,9,26
8,10,27
9,11,28
10,12,29
11,13,30
12,14,31
13,15,32
14,16,33
15,17,34
16,18,35
17,19,36
18,20,37
19,21,38
20,22,39
21,23,40
22,24,41
23,25,42
24,26,43
25,27,44
26,28,0
27,29,1
28,30,2
29,31,3
30,32,4
31,33,5
32,34,6
33,35,7
34,36,8
35,37,9
36,38,10
37,39,11
38,40,12
39,41,13
40,42,14
41,43,15
42,44,16
43,0,17
44,1,18
0,3,23
1,4,24
2,5,25
3,6,26
4,7,27
5,8,28
6,9,29
7,10,30
8,11,31
9,12,32
10,13,33
11,14,34
12,15,35
13,16,36
14,17,37
15,18,38
16,19,39
17,20,40
18,21,41
19,22,42
20,23,43
21,24,44
22,25,0
23,26,1
24,27,2
25,28,3
26,29,4
27,30,5
28,31,6
29,32,7
30,33,8
31,34,9
32,35,10
33,36,11
34,37,12
35,38,13
36,39,14
37,40,15
38,41,16
39,42,17
40,43,18
41,44,19
42,0,20
43,1,21
44,2,22
0,4,14
1,5,15
2,6,16
3,7,17
4,8,18
5,9,19
6,10,20
7,11,21
8,12,22
9,13,23
10,14,24
11,15,25
12,16,26
13,17,27
14,18,28
15,19,29
16,20,30
17,21,31
18,22,32
19,23,33
20,24,34
21,25,35
22,26,36
23,27,37
24,28,38
25,29,39
26,30,40
27,31,41
28,32,42
29,33,43
30,34,44
31,35,0
32,36,1
33,37,2
34,38,3
35,39,4
36,40,5
37,41,6
38,42,7
39,43,8
40,44,9
41,0,10
42,1,11
43,2,12
44,3,13
0,5,13
1,6,14
2,7,15
3,8,16
4,9,17
5,10,18
6,11,19
7,12,20
8,13,21
9,14,22
10,15,23
11,16,24
12,17,25
13,18,26
14,19,27
15,20,28
16,21,29
17,22,30
18,23,31
19,24,32
20,25,33
21,26,34
22,27,35
23,28,36
24,29,37
25,30,38
26,31,39
27,32,40
28,33,41
29,34,42
30,35,43
31,36,44
32,37,0
33,38,1
34,39,2
35,40,3
36,41,4
37,42,5
38,43,6
39,44,7
40,0,8
41,1,9
42,2,10
43,3,11
44,4,12
0,6,24
1,7,25
2,8,26
3,9,27
4,10,28
5,11,29
6,12,30
7,13,31
8,14,32
9,15,33
10,16,34
11,17,35
12,18,36
13,19,37
14,20,38
15,21,39
16,22,40
17,23,41
18,24,42
19,25,43
20,26,44
21,27,0
22,28,1
23,29,2
24,30,3
25,31,4
26,32,5
27,33,6
28,34,7
29,35,8
30,36,9
31,37,10
32,38,11
33,39,12
34,40,13
35,41,14
36,42,15
37,43,16
38,44,17
39,0,18
40,1,19
41,2,20
42,3,21
43,4,22
44,5,23
0,7,16
1,8,17
2,9,18
3,10,19
4,11,20
5,12,21
6,13,22
7,14,23
8,15,24
9,16,25
10,17,26
11,18,27
12,19,28
13,20,29
14,21,30
15,22,31
16,23,32
17,24,33
18,25,34
19,26,35
20,27,36
21,28,37
22,29,38
23,30,39
24,31,40
25,32,41
26,33,42
27,34,43
28,35,44
29,36,0
30,37,1
31,38,2
32,39,3
33,40,4
34,41,5
35,42,6
36,43,7
37,44,8
38,0,9
39,1,10
40,2,11
41,3,12
42,4,13
43,5,14
44,6,15
0,15,30
1,16,31
2,17,32
3,18,33
4,19,34
5,20,35
6,21,36
7,22,37
8,23,38
9,24,39
10,25,40
11,26,41
12,27,42
13,28,43
14,29,44
